Date,Customer Code,Distributor Code,Seller Code,Customer Category,Product Code,Product Name,Product Width,Product Height,Product Depth,Sale Quantity,Sale Amount
16-05-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,12,2640
16-05-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,10,1250
17-05-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,11,2574
19-05-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,15,1875
23-05-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,15,2490
24-05-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,5,625
25-05-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,12,2856
25-05-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,13,3042
25-05-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,15,1395
30-05-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,2,440
04-06-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,8,1936
06-06-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,14,2800
06-06-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,8,1328
06-06-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,1,242
08-06-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,14,3276
08-06-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,8,1600
08-06-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,15,1395
10-06-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,1,166
12-06-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,11,2200
12-06-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,3,375
12-06-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,10,1160
13-06-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,13,1625
13-06-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,2,476
13-06-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,15,1395
14-06-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,3,660
14-06-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,15,1395
17-06-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,13,3094
17-06-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,3,702
17-06-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,10,2380
18-06-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,13,1209
23-06-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,7,1666
23-06-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,2,232
24-06-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,4,968
27-06-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,2,440
27-06-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,6,1200
30-06-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,14,3332
30-06-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,4,936
01-07-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,14,2324
03-07-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,14,3276
03-07-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,11,1826
04-07-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,8,1936
04-07-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,11,2574
04-07-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,10,930
05-07-2023,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,15,2880
05-07-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,9,1800
05-07-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,14,3388
09-07-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,11,1023
09-07-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,1,200
09-07-2023,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,4,768
10-07-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,4,800
10-07-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,5,830
10-07-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,7,651
16-07-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,14,2800
17-07-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,14,3276
17-07-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,12,2400
20-07-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,7,1540
20-07-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,6,558
20-07-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,9,1044
31-07-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,1,238
31-07-2023,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,8,1536
31-07-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,6,558
04-08-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,8,744
04-08-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,9,2142
04-08-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,7,812
08-08-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,5,1170
10-08-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,2,400
11-08-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,7,1540
14-08-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,9,1494
14-08-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,14,1750
14-08-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,12,2856
19-08-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,12,1116
20-08-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,3,714
25-08-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,1,125
25-08-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,12,1500
25-08-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,5,465
26-08-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,4,952
26-08-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,15,3000
26-08-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,8,1904
09-09-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,3,600
13-09-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,7,1694
13-09-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,9,1494
13-09-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,13,3094
15-09-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,6,1200
15-09-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,13,1625
22-09-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,8,1760
23-09-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,11,2200
23-09-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,14,3080
25-09-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,11,2200
25-09-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,3,660
25-09-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,9,1494
30-09-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,8,744
30-09-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,8,1000
11-10-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,11,2200
11-10-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,7,1400
13-10-2023,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,3,576
13-10-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,9,2178
15-10-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,2,250
15-10-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,4,500
15-10-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,9,1980
22-10-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,13,1625
22-10-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,7,651
27-10-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,15,3510
30-10-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,15,1740
31-10-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,2,400
01-11-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,9,1125
01-11-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,10,2000
01-11-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,6,558
03-11-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,6,558
03-11-2023,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,8,1536
03-11-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,13,2158
04-11-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,2,400
04-11-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,10,1160
05-11-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,5,1100
05-11-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,15,1740
05-11-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,15,1875
06-11-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,13,2860
06-11-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,6,558
06-11-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,10,2200
07-11-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,1,93
11-11-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,13,3042
15-11-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,5,1170
15-11-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,4,664
18-11-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,12,2808
18-11-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,10,2200
19-11-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,14,3276
20-11-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,12,1500
20-11-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,4,372
20-11-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,9,2142
25-11-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,6,750
29-11-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,11,1023
29-11-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,4,936
03-12-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,14,1624
03-12-2023,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,1,192
03-12-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,6,1428
04-12-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,9,2178
04-12-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,14,3332
04-12-2023,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,8,928
16-12-2023,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,11,1375
16-12-2023,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,15,3000
19-12-2023,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,9,1494
19-12-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,14,3276
23-12-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,5,1170
23-12-2023,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,11,2618
23-12-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,5,1170
24-12-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,9,2106
24-12-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,15,3300
25-12-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,9,837
28-12-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,9,1980
29-12-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,3,279
29-12-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,13,3042
29-12-2023,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,12,2808
30-12-2023,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,13,3146
30-12-2023,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,2,440
30-12-2023,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,6,558
12-01-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,11,1276
12-01-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,15,1740
12-01-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,13,3042
13-01-2024,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,14,2688
13-01-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,8,928
16-01-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,8,1760
16-01-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,6,1320
17-01-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,11,1826
17-01-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,14,1750
17-01-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,12,2808
19-01-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,13,2860
19-01-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,3,348
19-01-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,14,1302
23-01-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,1,166
23-01-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,13,3146
28-01-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,1,200
28-01-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,5,625
28-01-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,8,1600
31-01-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,6,1452
31-01-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,15,3630
31-01-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,14,3276
01-02-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,8,1600
01-02-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,6,558
01-02-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,6,750
05-02-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,3,660
05-02-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,1,93
08-02-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,3,348
08-02-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,12,2808
08-02-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,9,2106
13-02-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,6,1452
13-02-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,15,1395
13-02-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,15,1740
17-02-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,10,1250
19-02-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,12,2856
19-02-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,14,1750
19-02-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,1,93
20-02-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,2,250
20-02-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,12,1392
20-02-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,15,1875
22-02-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,11,1826
22-02-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,8,744
25-02-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,13,2860
29-02-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,8,1760
29-02-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,7,1694
01-03-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,2,332
01-03-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,14,2800
01-03-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,10,2420
06-03-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,6,696
12-03-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,3,375
12-03-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,11,2420
14-03-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,4,880
17-03-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,15,2490
17-03-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,11,2200
20-03-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,10,1660
23-03-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,8,1936
24-03-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,10,1250
24-03-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,7,875
24-03-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,3,498
26-03-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,6,1428
27-03-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,7,1694
27-03-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,8,1760
29-03-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,5,465
29-03-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,11,1276
01-04-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,12,1392
04-04-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,15,3510
04-04-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,12,2808
04-04-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,14,3276
06-04-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,3,714
06-04-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,5,1170
06-04-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,5,1170
07-04-2024,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,12,2304
07-04-2024,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,14,2688
07-04-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,8,1600
12-04-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,4,880
12-04-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,3,702
13-04-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,6,1200
17-04-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,12,2808
17-04-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,8,1000
17-04-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,5,1170
18-04-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,10,1250
18-04-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,11,1023
23-04-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,10,2380
23-04-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,14,3332
30-04-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,1,200
30-04-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,11,1826
30-04-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,2,476
02-05-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,2,250
03-05-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,14,3332
03-05-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,5,830
03-05-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,2,484
06-05-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,1,166
06-05-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,8,1760
07-05-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,15,3000
08-05-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,3,714
08-05-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,13,1625
08-05-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,8,1760
17-05-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,8,1872
17-05-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,11,2420
19-05-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,9,1125
23-05-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,4,500
25-05-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,5,830
25-05-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,8,1936
25-05-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,13,1209
26-05-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,8,1000
26-05-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,12,2856
26-05-2024,D001-S06-C030,D001,D001-S06,B,P005,Product 5,18.8,11.4,7,13,3042
01-06-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,2,484
01-06-2024,D001-S06-C030,D001,D001-S06,B,P002,Product 2,15.2,17.1,4.9,12,2856
03-06-2024,D001-S06-C030,D001,D001-S06,B,P008,Product 8,16.3,25.6,7.1,8,1536
05-06-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,11,2200
05-06-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,3,279
05-06-2024,D001-S06-C030,D001,D001-S06,B,P007,Product 7,18,22.9,9.3,12,1500
14-06-2024,D001-S06-C030,D001,D001-S06,B,P009,Product 9,17.4,17.5,4.9,13,1209
14-06-2024,D001-S06-C030,D001,D001-S06,B,P003,Product 3,12,13.7,3.6,9,1044
14-06-2024,D001-S06-C030,D001,D001-S06,B,P006,Product 6,8.6,20.4,5.8,6,1200
16-06-2024,D001-S06-C030,D001,D001-S06,B,P010,Product 10,12.2,20.6,5.4,1,242
16-06-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,5,830
16-06-2024,D001-S06-C030,D001,D001-S06,B,P004,Product 4,10.9,29.1,5.1,12,2640
18-06-2024,D001-S06-C030,D001,D001-S06,B,P001,Product 1,16.4,18.9,6.8,5,830
